0 0 0
20000 10170.3 -1.14737e-12
40000 13712.8 -2.22177e-06
60000 15830.2 -0.000489164
80000 17298.8 -0.00707506
100000 18450.9 -0.032081
120000 19441.7 -0.0802891
140000 20347.6 -0.143081
160000 21208.2 -0.207312
180000 22044.3 -0.263558
200000 22867.4 -0.308015
220000 23684 -0.340842
240000 24497.8 -0.364012
260000 25311 -0.379892
280000 26125.1 -0.390572
300000 26940.8 -0.397668
320000 27758.8 -0.402345
340000 28579.6 -0.405407
360000 29403.4 -0.407396
380000 30230.4 -0.408671
400000 31060.9 -0.40947
420000 31895.1 -0.409947
440000 32733 -0.410203
460000 33574.9 -0.410304
480000 34420.7 -0.410292
500000 35270.7 -0.410196
520000 36124.8 -0.410034
540000 36983.3 -0.409817
560000 37846.1 -0.409554
580000 38713.4 -0.409251
600000 39585.2 -0.408911
620000 40461.6 -0.408538
640000 41342.6 -0.408135
660000 42228.5 -0.407703
680000 43119.1 -0.407245
700000 44014.5 -0.406763
720000 44914.9 -0.406259
740000 45820.3 -0.405735
760000 46730.6 -0.405193
780000 47646.1 -0.404634
800000 48566.6 -0.40406
820000 49492.4 -0.403473
840000 50423.3 -0.402875
860000 51359.6 -0.402266
880000 52301.1 -0.401648
900000 53248 -0.401023
920000 54200.4 -0.40039
940000 55158.1 -0.399752
960000 56121.4 -0.399108
980000 57090.3 -0.39846
