0 0 0
20000 10544.1 -1.57754e-11
40000 14902 -1.94696e-05
60000 18110.5 -0.00253687
80000 20673.8 -0.0221745
100000 22835.2 -0.0641253
120000 24744.1 -0.109545
140000 26495.3 -0.143447
160000 28148.5 -0.164053
180000 29742.4 -0.175275
200000 31301.5 -0.181059
220000 32840.9 -0.183966
240000 34370.1 -0.185411
260000 35895.2 -0.186126
280000 37420.2 -0.186474
300000 38947.9 -0.186636
320000 40479.9 -0.186703
340000 42017.5 -0.186715
360000 43561.6 -0.186695
380000 45112.8 -0.186651
400000 46671.5 -0.186588
420000 48237.8 -0.186507
440000 49812.2 -0.186409
460000 51394.7 -0.186295
480000 52985.6 -0.186164
500000 54585.2 -0.186018
520000 56193.5 -0.185856
540000 57810.7 -0.185681
560000 59437 -0.185493
580000 61072.6 -0.185292
600000 62717.6 -0.185081
620000 64372.1 -0.18486
640000 66036.3 -0.184631
660000 67710.3 -0.184394
680000 69394.2 -0.18415
700000 71087.7 -0.1839
720000 72790.2 -0.183644
740000 74500.6 -0.183383
760000 76217.4 -0.183118
780000 77939.1 -0.182848
800000 79664.2 -0.182572
820000 81391.2 -0.182253
840000 83119 -0.181605
860000 84846.6 -0.179668
880000 86573.2 -0.174832
900000 88298.4 -0.165601
920000 90021.9 -0.151276
940000 91743.4 -0.132024
960000 93462.5 -0.10859
980000 95178 -0.0819987
