0 0 0
20000 10569.3 -1.22607e-10
40000 15250.7 -9.59107e-05
60000 19136.9 -0.00666084
80000 22646.8 -0.0330355
100000 25924.4 -0.0617052
120000 29040.1 -0.0782185
140000 32039.7 -0.0853425
160000 34956.8 -0.0880825
180000 37816.7 -0.0890999
200000 40639.4 -0.089476
220000 43439 -0.0896146
240000 46221.8 -0.089664
260000 48989.3 -0.0896779
280000 51741.8 -0.0896755
300000 54479.2 -0.0896632
320000 57202 -0.0896425
340000 59910.3 -0.0896134
360000 62604.5 -0.0895754
380000 65285.2 -0.089528
400000 67952.7 -0.0894714
420000 70607.4 -0.0894055
440000 73249.8 -0.089331
460000 75880.5 -0.0892484
480000 78499.8 -0.0891549
500000 81108.2 -0.0886327
520000 83706.3 -0.0842828
540000 86294.7 -0.0716675
560000 88874.1 -0.0504921
580000 91444.3 -0.0228976
600000 94002.7 0.00864725
620000 96543.4 0.042218
640000 99057.6 0.0764848
660000 101536 0.110452
680000 103969 0.143323
700000 106351 0.174395
720000 108673 0.202938
740000 110934 0.228342
760000 113129 0.250383
780000 115257 0.269198
800000 117319 0.285115
820000 119316 0.298524
840000 121253 0.309812
860000 123134 0.319335
880000 124964 0.327409
900000 126746 0.33431
920000 128487 0.340273
940000 130190 0.345489
960000 131859 0.35011
980000 133498 0.354256
