0 0 0
20000 10608.3 -1.45747e-08
40000 15670 -0.00107249
60000 20189.3 -0.0116847
80000 24559.4 -0.0194916
100000 28902.4 -0.0215491
120000 33241.8 -0.0219608
140000 37575.6 -0.0220413
160000 41901.3 -0.0220571
180000 46216.5 -0.0220468
200000 50518.8 -0.0191086
220000 54807.6 -0.00310843
240000 59086.1 0.0267917
260000 63356.2 0.0646203
280000 67610.1 0.0988135
300000 71825.5 0.126911
320000 75973.5 0.150153
340000 80033 0.169463
360000 83995.3 0.185448
380000 87861.7 0.198575
400000 91637.3 0.20925
420000 95329 0.217858
440000 98944.6 0.224756
460000 102492 0.230528
480000 105977 0.237323
500000 109409 0.247856
520000 112793 0.263084
540000 116135 0.281318
560000 119435 0.299844
580000 122689 0.317092
600000 125893 0.332479
620000 129040 0.345886
640000 132129 0.357391
660000 135161 0.367157
680000 138139 0.375387
700000 141068 0.382292
720000 143950 0.388103
740000 146791 0.393281
760000 149593 0.398694
780000 152360 0.405276
800000 155096 0.413475
820000 157802 0.423013
840000 160479 0.43323
860000 163127 0.443495
880000 165743 0.453356
900000 168326 0.462537
920000 170875 0.470899
940000 173389 0.478392
960000 175869 0.48503
980000 178315 0.490865
