0 -122 0
20000 13562.7 1.40043e-13
40000 23069.7 -4.53736e-10
60000 32557.2 0.000111768
80000 42043.3 0.0057011
100000 51526.7 0.0221036
120000 60948.4 0.040602
140000 70130.3 0.0575205
160000 78929.6 0.0737748
180000 87317.7 0.0898727
200000 95325 0.106029
220000 102988 0.122098
240000 110333 0.137534
260000 117381 0.152522
280000 124151 0.16727
300000 130666 0.181486
320000 136949 0.195284
340000 143018 0.208861
360000 148892 0.222042
380000 154588 0.234875
400000 160118 0.2475
420000 165496 0.259816
440000 170734 0.271851
460000 175841 0.283702
480000 180826 0.295306
500000 185696 0.306676
520000 190459 0.317878
540000 195120 0.328874
560000 199685 0.339669
580000 204158 0.350308
600000 208544 0.360768
620000 212846 0.371051
640000 217067 0.381186
660000 221210 0.39116
680000 225279 0.400973
700000 229274 0.410646
720000 233200 0.420171
740000 237057 0.429548
760000 240847 0.43879
780000 244573 0.447894
800000 248235 0.45686
820000 251836 0.465696
840000 255377 0.474403
860000 258858 0.482979
880000 262283 0.491432
900000 265650 0.499761
920000 268963 0.507967
940000 272221 0.516055
960000 275426 0.524025
980000 278579 0.531878
