0 20 0
20000 12714.5 -4.5233e-13
40000 21006.3 -2.20942e-07
60000 29260.1 -1.04741e-05
80000 37510 0.000852145
100000 45759.1 0.0103107
120000 54005.3 0.0291769
140000 62205.6 0.0493169
160000 70235.3 0.067157
180000 77977.9 0.0843149
200000 85392.6 0.10141
220000 92492.9 0.118135
240000 99310.2 0.134188
260000 105872 0.150398
280000 112198 0.166563
300000 118303 0.181898
320000 124200 0.196194
340000 129905 0.210241
360000 135433 0.224302
380000 140799 0.237945
400000 146015 0.250888
420000 151094 0.263518
440000 156044 0.276085
460000 160875 0.288379
480000 165595 0.300193
500000 170210 0.311725
520000 174728 0.323161
540000 179153 0.334401
560000 183490 0.345296
580000 187744 0.355939
600000 191918 0.366464
620000 196017 0.376831
640000 200042 0.38694
660000 203997 0.396828
680000 207884 0.406585
700000 211705 0.416202
720000 215463 0.425614
740000 219159 0.434834
760000 222794 0.443917
780000 226371 0.45287
800000 229891 0.461651
820000 233355 0.470263
840000 236764 0.478741
860000 240119 0.487093
880000 243422 0.495296
900000 246674 0.503349
920000 249875 0.511273
940000 253027 0.519076
960000 256130 0.526745
980000 259186 0.53428
